,decision_ID,date,holder_ID,LOC,euipo_ind_holder,euipo_ind_TM_opp,euipo_ind_TM_app,boip_ind_holder,boip_ind_TM_opp,boip_ind_TM_app
4717,3126097,10-11-2021,324754,-,2,,1,,,1
4718,3079996,12-05-2020,515797,+,799,,1,,,1
4719,3062924,08-08-2019,197699,+ -,,,1,,,
4720,3121515,07-05-2021,269343,+ -,2,2,1,16,16,
4721,3111793,12-07-2021,55366,+,2,2,1,,,
4722,3050647,29-05-2019,517112,-,2,2,1,,,1
4723,3091122,21-10-2020,1070860,-,2,2,1,25,25,1
4724,2818139,19-12-2017,7205,-,Err,Err,Err,Err,Err,Err
4725,2705625,30-01-2018,723014,+,Err,Err,Err,Err,Err,Err
4726,2383498,25-05-2016,225886,+,2,2,1,16,16,1
4727,3073343,30-01-2020,952191,+,2,,1,,,
4728,2680323,01-03-2017,369651,+,,2,1,Err,,
4729,2479338,23-10-2017,75315,+,708,,,,,1
4730,3111439,30-11-2020,907265,+,Err,Err,Err,Err,Err,Err
4731,2971607,13-03-2019,861115,+,,,1,Err,,
4732,3106979,30-11-2020,51749,+,2,2,1,,,
4733,2984832,11-02-2019,105184,+,304,,1,Err,Err,Err
4734,3054527,24-04-2019,168421,-,,,1,,,
4735,2385279,27-02-2017,399775,-,Err,Err,Err,Err,Err,Err
4736,3034199,10-03-2020,571028,+,,2,4,3,3,
4737,2603242,19-02-2018,693280,+ -,2,2,1,,,1
4738,3064208,18-10-2019,387075,+,2,2,1,,28,1
4739,3131830,07-12-2021,324527,+,2,2,1,,,1
4740,2610700,25-04-2017,618430,-,2,2,1,,,1
4741,3090925,26-08-2020,150084,+,,,1,,,1
4742,2777293,26-07-2017,111011,+,Err,Err,Err,Err,Err,Err
4743,2723990,28-07-2017,671673,+ -,Err,Err,Err,Err,Err,Err
4744,2707670,23-04-2019,1172929,+,2,2,1,,,
4745,3048937,31-05-2021,623381,-,1,1,,,,1
4746,2772179,23-02-2018,783580,+,Err,Err,Err,Err,Err,Err
4747,2694399,02-06-2017,398928,+,Err,Err,Err,Err,Err,Err
4748,2879495,27-03-2018,610740,-,Err,Err,Err,Err,Err,Err
4749,2807694,26-10-2017,45077,+,Err,Err,Err,Err,Err,Err
4750,1230756,29-08-2019,839,+,2,2,1,,,1
4751,3070454,06-10-2021,320520,+,2,2,1,,,1
4752,2545641,13-09-2016,40306,-,664,,1,,,1
4753,3093126,16-06-2020,1028664,-,,,1,Err,,1
4754,3144147,16-05-2022,371573,+,2,2,1,,,
4755,3089672,21-09-2020,1021168,+,,,1,Err,,
4756,2501073,29-03-2017,44713,+,Err,Err,Err,Err,Err,Err
4757,2127770,17-11-2016,530865,+,2,2,1,,,
4758,3045492,22-02-2019,440249,-,2,2,1,,,1
4759,3113086,17-12-2020,395957,+,Err,Err,Err,Err,Err,Err
4760,3072387,12-02-2020,498572,+,2,2,1,,,
4761,2945817,04-06-2020,1042530,+,,2,1,Err,21,1
4762,2731621,07-08-2017,91436,-,2,2,1,Err,Err,Err
4763,3132991,26-11-2021,906,+,2,,1,,,
4764,2504911,22-11-2016,1014980,+,5,,,,,1
4765,3092929,18-09-2020,1028232,+,,,1,Err,,
4766,3124828,25-05-2022,1099260,+,,,1,Err,,
4767,3051134,20-05-2022,421030,+ -,2,2,1,,,
4768,3062776,26-09-2019,692577,+,,2,1,Err,,
4769,2953944,05-12-2018,253845,-,5,5,1,,,1
4770,3106803,22-12-2020,27976,+,2,2,3,Err,Err,Err
4771,2587767,16-02-2017,101351,+,6,,1,,,
4772,3077279,29-10-2020,,-,Err,,1,Err,,1
4773,3115149,06-04-2021,1008869,+,2,2,1,1,1,
4774,3073288,22-01-2020,62568,-,2,2,1,,,
4775,2954108,21-11-2018,309585,+,2,2,3,,,
4776,3094276,21-10-2020,816224,-,2,2,1,,,1
4777,2564428,28-03-2017,95575,+,Err,Err,Err,Err,Err,Err
4778,2637372,26-03-2018,771697,+ -,Err,Err,Err,Err,Err,Err
4779,3075899,30-01-2020,438544,-,,,,,,1
4780,2985193,17-10-2019,683940,+,17,,,,,1
4781,3052680,30-08-2019,115269,+ -,Err,Err,Err,Err,Err,Err
4782,3113131,22-03-2021,1070998,+,,,1,Err,,1
4783,3123858,14-06-2021,427272,+,2,,1,,,
4784,2438003,22-08-2016,621321,+,,,1,,,
4785,2567371,16-12-2016,164684,-,2,2,1,,,
4786,3144640,29-04-2022,1192730,+,Err,Err,Err,Err,Err,Err
4787,3094428,20-10-2020,944038,+,2,3,1,,,
4788,3053742,04-09-2019,394909,+ -,5,2,1,,,1
4789,2936410,16-05-2019,814529,-,Err,Err,Err,Err,Err,Err
4790,3094851,04-11-2021,86069,-,2,2,1,,,1
4791,3120234,28-05-2021,22442,-,2,2,1,,,1
4792,3056760,18-09-2019,746264,-,2,2,1,,,1
4793,2488271,11-04-2016,640429,+,1,1,,,,1
4794,3076470,23-03-2020,605641,+,Err,Err,Err,Err,Err,Err
4795,3121015,06-05-2021,1019817,+ -,3,3,1,,,1
4796,2631276,29-08-2018,643888,-,,,1,Err,,1
4797,3077177,24-02-2020,677892,+ -,5,5,1,,,1
4798,2822594,30-01-2020,482028,+,,,54,,,1
4799,3139188,02-12-2021,653066,+,,,1,,,1
4800,3052693,12-05-2021,432989,+,2,2,1,,,1
4801,3124758,03-12-2021,1061299,+ -,3,3,1,,,1
4802,3110727,12-02-2021,1060132,+,2,,1,,,
4803,2631961,14-11-2016,217044,+,2,2,1,,,1
4804,3104452,13-11-2020,710012,-,1,1,,,,1
4805,3079082,12-06-2020,563615,+,1,1,,,,1
4806,3079974,26-03-2020,930125,+,Err,Err,Err,Err,Err,Err
4807,2628967,10-08-2017,100805,+,Err,Err,Err,Err,Err,Err
4808,2895632,27-05-2020,31902,-,2,2,1,,,1
4809,2561580,19-04-2017,814529,+,2,2,1,,,1
4810,2994484,08-03-2019,1239581,+,Err,Err,Err,Err,Err,Err
4811,3110615,01-02-2021,683922,-,2,2,1,,,1
4812,2826173,29-06-2018,784937,+,2,2,1,,,1
4813,3130146,28-09-2021,10117,+,1,2,4,,,
4814,2610197,25-04-2017,386591,-,2,2,1,,,1
4815,3126137,18-08-2021,1050858,+,681,681,2,,,2
4816,3099847,24-11-2021,143131,+,2,2,1,,,
4817,2504093,31-03-2017,22442,+ -,2,2,1,,,1
4818,3084568,23-10-2020,562553,+,2,2,1,3,3,1
4819,2625443,06-02-2017,226803,+,2,2,1,15,15,
4820,2512922,19-04-2018,877,+,,,1,,,1
4821,2507880,12-05-2016,490495,-,Err,Err,Err,Err,Err,Err
4822,3109249,19-01-2021,5158,+,1,1,5,,,
4823,2410671,16-02-2017,,+,Err,Err,Err,Err,Err,Err
4824,2546334,27-06-2016,168421,+,,,1,,,1
4825,3136767,24-01-2022,756571,+ -,2,2,1,,,1
4826,3022442,14-02-2019,344803,+ -,575,,1,,,1
4827,3104617,08-10-2020,73763,+,2,2,1,,,1
4828,3078620,29-04-2020,553192,+,2,2,1,,,1
4829,3122314,05-05-2021,340223,+ -,,,1,Err,,
4830,3070249,19-10-2020,183696,+,2,,1,,,1
4831,3144480,24-03-2022,1144732,-,Err,Err,Err,Err,Err,Err
4832,2566811,07-07-2016,530922,-,,2,1,Err,,
4833,3102829,17-11-2020,810764,+,932,,1,,,1
4834,2910688,24-08-2018,32788,+,1,1,,,,1
4835,3093587,12-04-2021,40467,+ -,2,4,1,,,
4836,2856907,18-12-2017,14476,-,Err,Err,Err,Err,Err,Err
4837,3102174,01-12-2020,748303,-,2,2,1,,,1
4838,3058143,23-05-2019,938205,+,,,1,,,1
4839,2762758,24-11-2017,553192,+,Err,Err,Err,Err,Err,Err
4840,3108780,23-11-2020,311585,+,2,2,1,,,
4841,3055564,17-05-2021,697033,+,2,2,1,3,3,1
4842,3077567,21-10-2020,518184,-,2,2,1,,,1
4843,3070350,02-04-2020,758202,+,1,1,,,,1
4844,3128658,12-08-2021,1038842,+,Err,Err,Err,Err,Err,Err
4845,2534595,30-09-2020,41331,+,,,1,,,
4846,3055040,18-12-2019,145675,-,3,3,1,Err,,
4847,2732538,24-05-2017,293959,+ -,,2,1,,,1
4848,3122312,23-09-2021,473591,+,2,2,1,2,2,1
4849,3077361,13-12-2019,698546,-,2,2,1,3,4,1
4850,3074714,30-09-2021,565348,-,3,3,1,,,1
4851,3082299,26-01-2021,395927,+,Err,Err,Err,Err,Err,Err
4852,2840661,03-09-2018,334639,+ -,1,1,,,,1
4853,2453861,30-06-2016,7339,-,2,2,1,Err,,1
4854,2370396,09-04-2018,315102,+,Err,Err,Err,Err,Err,Err
4855,2729377,26-04-2017,5941,+,2,2,1,,,
4856,3050776,27-05-2019,553192,-,2,2,1,,,1
4857,2673138,26-04-2017,72958,+,Err,Err,Err,Err,Err,Err
4858,3080393,24-04-2020,735004,+ -,Err,Err,Err,Err,Err,Err
4859,2322447,13-02-2019,521376,+,,,1,Err,,
4860,3085573,10-06-2020,955060,-,,,1,Err,,1
4861,3094121,29-09-2020,1031446,+,,,1,Err,,1
4862,2404310,24-03-2016,480346,-,3,3,1,,,1
4863,3099808,17-12-2020,514194,+ -,1,1,2,,,1
4864,3074744,13-03-2020,239587,+,2,2,1,,,1
4865,3133997,29-11-2021,739928,-,2,2,1,,,1
4866,2514829,20-06-2016,181937,+,Err,Err,Err,Err,Err,Err
4867,2844416,27-04-2018,106760,+,Err,Err,Err,Err,Err,Err
4868,3068439,17-10-2019,178018,+,Err,Err,Err,Err,Err,Err
4869,2776642,19-07-2017,773205,+,,,1,Err,,
4870,2463795,11-10-2017,133243,+,Err,Err,Err,Err,Err,Err
4871,2487604,25-04-2016,631401,+,Err,Err,Err,Err,Err,Err
4872,3090028,23-02-2021,516096,+ -,317,,1,,,
4873,2736240,27-07-2017,44757,+,2,2,1,,,1
4874,2751405,28-08-2017,778275,-,,,1,Err,,1
4875,2392283,05-07-2017,577327,+ -,2,2,1,,,1
4876,3122663,03-06-2021,1079540,+ -,,,1,,,1
4877,3112593,09-03-2021,207891,+,2,2,3,26,26,2
4878,3126652,07-09-2021,907265,+,2,2,1,,,1
4879,3079888,20-02-2020,42451,+ -,51,,1,,,1
4880,2936329,06-04-2021,59341,+,Err,Err,Err,Err,Err,Err
4881,3055647,09-11-2021,674337,+,,,1,Err,Err,Err
4882,3102188,21-09-2020,184781,+,2,2,1,2,2,1
4883,2485863,23-06-2016,210013,+,,,,Err,,1
4884,3050553,29-10-2019,814529,-,115,,,,,1
4885,2894130,09-08-2019,178018,+,11,2,1,9,9,
4886,3131843,22-10-2021,817172,+,2,2,1,23,23,1
4887,2538513,26-02-2019,45361,+ -,Err,Err,Err,Err,Err,Err
4888,1544587,22-07-2016,305857,+ -,2,2,1,,,
4889,3051267,12-09-2019,787149,+,2,2,1,,,1
4890,2665647,19-03-2019,520615,-,5,5,1,8,,
4891,3063686,24-12-2019,309599,+,2,2,1,,,
4892,2722844,28-07-2017,159667,-,2,2,1,,,1
4893,2393778,24-10-2017,551907,-,Err,Err,Err,Err,Err,Err
4894,2591165,26-07-2017,181937,-,Err,Err,Err,Err,Err,Err
4895,3048885,31-07-2019,524708,+ -,Err,Err,Err,Err,Err,Err
4896,2773003,20-10-2017,50796,+ -,Err,Err,Err,Err,Err,Err
4897,2424201,24-08-2018,110021,-,2,2,1,,,1
4898,2685504,16-12-2016,260263,+,,,1,,,1
4899,3108428,02-12-2020,810212,-,3,3,1,,,2
4900,3058717,29-04-2021,47350,-,720,,1,,,1
4901,2566928,19-07-2016,65798,+ -,,,1,,,1
4902,2057068,24-07-2017,257752,+,Err,Err,Err,Err,Err,Err
4903,2905324,19-04-2018,649154,+,Err,Err,Err,Err,Err,Err
4904,2770546,12-09-2018,613009,+,Err,Err,Err,Err,Err,Err
4905,3111917,29-03-2021,1068095,-,,,1,Err,,1
4906,2812850,10-10-2017,736585,+,,,1,Err,,
4907,3133036,17-12-2021,747614,-,,,1,Err,,1
4908,3037812,31-12-2018,566463,+,,,1,,,
4909,2601576,22-02-2017,229099,+ -,,2,1,,49,
4910,3067510,24-09-2019,884328,+,2,2,1,,,
4911,3106526,17-03-2021,419442,+,2,2,1,,,1
4912,3107519,17-12-2020,162439,-,2,2,1,,,
4913,2663741,05-10-2018,745557,+,,,1,Err,,1
4914,3110297,16-12-2020,18483,-,2,2,1,11,11,1
4915,2986597,24-08-2018,866565,+,,,1,Err,,
4916,2475484,19-04-2016,679766,+ -,,,1,Err,,
4917,3023366,22-01-2019,720379,+ -,143,,1,,,1
4918,2690132,16-02-2017,740321,+,Err,Err,Err,Err,Err,Err
4919,2776055,27-11-2017,618094,+,Err,Err,Err,Err,Err,Err
4920,3098277,29-10-2021,204962,+,Err,Err,Err,Err,Err,Err
4921,2742834,25-08-2017,610918,+ -,2,2,1,,,
4922,2818659,30-10-2017,57460,+,Err,Err,Err,Err,Err,Err
4923,3054220,15-10-2021,773426,+,2,2,1,,,1
4924,3080563,09-06-2020,878354,-,3,3,1,,,1
4925,2315474,29-11-2017,,+ -,Err,Err,Err,Err,Err,Err
4926,3112812,18-08-2021,151875,+ -,6,6,1,16,16,1
4927,3077277,09-03-2020,635720,-,,,1,,,1
4928,2834375,20-12-2019,441532,+,2,2,1,,,
4929,3072379,07-11-2019,631601,+ -,2,2,1,,,1
4930,3093946,29-06-2021,914535,+,1,1,,,,1
4931,3143781,15-03-2022,302898,+,2,2,1,,,1
4932,3106504,26-01-2021,121275,+,2,2,1,,,
4933,3083671,25-05-2020,759715,+,Err,Err,Err,Err,Err,Err
4934,2919630,10-12-2018,106175,-,2,2,1,,,1
4935,3013474,28-03-2019,213844,+ -,,2,1,,,1
4936,3029280,17-04-2019,141964,+,2,2,1,,,1
4937,2799966,12-11-2018,44246,-,Err,Err,Err,Err,Err,Err
4938,3081062,05-05-2020,28768,+,,,1,,,
4939,3118854,08-11-2021,326904,+,2,,1,,,1
4940,3080395,19-02-2020,974412,-,2,2,1,,,1
4941,3068282,20-07-2021,963456,-,,,1,Err,,1
4942,2258070,28-06-2016,446458,+,1,1,,,,1
4943,3049343,22-02-2019,33904,+,,,,,,1
4944,2969916,22-02-2019,554104,+,2,2,1,,,
4945,3129960,22-10-2021,608121,-,,,,,,1
4946,2878927,26-03-2018,365157,+,Err,Err,Err,Err,Err,Err
4947,2625146,22-05-2017,22442,+ -,2,2,1,,,1
4948,2813262,22-12-2017,798860,+,Err,Err,Err,Err,Err,Err
4949,3098185,04-01-2021,388976,-,2,2,1,,,1
4950,2562034,07-05-2018,709397,+,,,,Err,,1
4951,3088475,15-10-2020,1017933,+,,,1,Err,Err,Err
4952,2671835,04-09-2017,684319,+,2,2,1,9,46,
4953,3027334,22-11-2018,165238,-,1,1,,,,1
4954,2534553,11-07-2016,309370,+,2,2,1,,,1
4955,2946732,04-09-2018,76221,+ -,2,2,5,,,1
4956,3094471,20-08-2020,1032382,+ -,,,1,Err,,1
4957,3098748,20-10-2021,235070,-,2,2,1,,,1
4958,2545393,31-08-2016,613009,-,Err,Err,Err,Err,Err,Err
4959,3057619,13-09-2019,937329,+,,,1,Err,,
4960,2972167,15-03-2019,160261,+,3,,1,,,1
4961,3133385,14-02-2022,789480,+ -,2,2,1,,,1
4962,2539982,23-11-2018,454431,+,1,1,,11,11,
4963,2889999,10-02-2020,695493,-,,,1,,,2
4964,2990391,14-12-2018,13993,+,3,3,1,,,1
4965,3146277,19-05-2022,611335,+,,,1,Err,,1
4966,2899006,21-08-2018,144878,-,2,2,1,,,1
4967,3113298,18-05-2021,694258,-,2,2,1,,,1
4968,3123049,26-05-2021,271913,+ -,2,2,1,,,
4969,3072037,06-04-2020,197128,+,2,2,1,22,,
4970,2977943,31-07-2019,765152,+,2,2,1,,,
4971,2714437,07-09-2017,766168,+,,,1,Err,,
4972,2309485,28-04-2017,417307,+,,,1,Err,,1
4973,2936196,27-06-2018,350834,+ -,,,1,Err,,
4974,2986910,13-10-2020,343657,+,2,2,1,,,1
4975,2569377,07-10-2016,95575,+ -,2,2,1,,,1
4976,3101166,30-10-2020,985042,-,2,2,1,,,1
4977,3092322,25-09-2020,734287,+,Err,Err,Err,Err,Err,Err
4978,3118474,01-03-2021,647639,+,2,2,1,38,,
4979,2850538,11-09-2018,328761,+,,,1,,,1
4980,2985771,31-08-2018,163302,-,2,2,1,,,1
4981,2958026,10-06-2021,455254,-,2,2,1,,,1
4982,2862533,25-04-2019,304530,+,3,3,2,,,
4983,3004234,19-12-2018,105291,+,,,2,,,
4984,3139438,09-03-2022,1007866,+,2,2,1,,,1
4985,3110013,15-01-2021,710031,+ -,2,2,1,,,1
4986,2945197,30-06-2020,567980,+,2,2,1,,,1
4987,em-wo-1309460,03-08-2017,,+,Err,Err,Err,Err,Err,Err
4988,em-wo-1370272,16-12-2020,,+ -,Err,Err,Err,Err,Err,Err
4989,2683558,17-05-2017,,-,Err,Err,Err,Err,Err,Err
4990,2828450,31-01-2018,790037,+,Err,Err,Err,Err,Err,Err
4991,2536087,16-09-2016,196097,+,,,1,Err,,1
4992,2535725,24-07-2018,60393,-,2,1,,,1,
4993,3082140,31-08-2020,9423,+,,,1,,,1
4994,3094129,29-10-2020,907423,+,2,2,1,,,1
4995,2692039,21-03-2017,291157,+ -,,3,1,,,
4996,3128214,21-10-2021,1023315,+ -,38,,1,,,1
4997,3084908,06-10-2021,448799,-,2,2,1,,,1
4998,em-wo-1310163,09-08-2017,,+,Err,Err,Err,Err,Err,Err
4999,2445313,03-08-2017,322037,+,6,6,1,3,3,
5000,2464512,06-09-2017,93325,-,2,2,1,,,1
5001,3049001,29-10-2020,916253,+,,,1,,,
5002,2581281,18-08-2016,601387,+,2,2,1,9,9,1
5003,2927138,28-06-2018,535462,-,3,3,1,,,1
5004,2677337,25-04-2017,672032,-,,,1,,,1
5005,2834474,27-06-2018,412929,+,,,1,,,1
5006,2627548,28-04-2017,180350,+,2,2,1,,,1
5007,em-wo-1368881,10-12-2020,,+ -,Err,Err,Err,Err,Err,Err
5008,2537911,16-08-2016,702447,+,Err,Err,Err,Err,Err,Err
5009,2740317,04-05-2018,353770,+,1,1,4,,,1
5010,2798976,10-11-2017,150282,+ -,Err,Err,Err,Err,Err,Err
5011,3112208,31-05-2022,936755,+ -,2,2,1,28,,
5012,3105856,31-03-2022,932027,-,Err,Err,Err,Err,Err,Err
5013,2716358,23-10-2017,156860,+ -,Err,Err,Err,Err,Err,Err
5014,3108109,19-01-2021,116073,+,Err,Err,Err,Err,Err,Err
5015,3104571,09-02-2021,1049478,-,Err,Err,Err,Err,Err,Err
5016,3107280,05-07-2021,365202,+,2,2,1,,,1
5017,2408840,07-06-2018,196097,-,,,1,Err,,1
5018,3140229,02-02-2022,62390,+ -,2,2,1,,,1
5019,3066503,15-02-2021,814529,-,43,,1,,,1
5020,2710781,05-05-2017,13335,+,2,2,1,,,1
5021,3118239,20-05-2021,324669,+,,,2,,,
5022,3055562,29-10-2019,518250,-,2,2,1,,,1
5023,2724154,26-11-2018,94947,+ -,944,,,,,1
5024,3125453,26-01-2022,290030,+,,,1,,,1
5025,3096084,11-09-2020,464274,-,2,2,1,,,1
5026,2544743,16-12-2016,44757,+,3,3,1,33,33,1
5027,2700840,31-07-2017,463586,+ -,2,2,1,,,1
5028,3046942,22-07-2019,184253,+,2,2,1,,,
5029,2749433,07-05-2018,746507,+,2,2,1,,,
5030,2001215,29-11-2016,300641,+,Err,Err,Err,Err,Err,Err
5031,1649519,13-12-2017,167825,+ -,Err,Err,Err,Err,Err,Err
5032,2451931,06-06-2016,6762,+,,,3,,,3
5033,2587510,08-09-2016,134811,+,2,2,1,,,1
5034,2600917,06-12-2018,553258,+,3,3,1,14,14,
5035,2635939,13-07-2017,735279,+,Err,Err,Err,Err,Err,Err
5036,3131429,15-12-2021,625929,-,,2,1,Err,,1
5037,2585712,03-02-2017,27992,+,3,2,1,,,1
5038,3123121,30-04-2021,498287,-,Err,Err,Err,Err,Err,Err
5039,3131965,15-03-2022,1069497,+,Err,Err,Err,Err,Err,Err
5040,3092979,14-10-2020,842119,+,2,2,1,,,
5041,3080363,05-03-2020,771696,+ -,,,1,Err,,1
5042,2650425,14-12-2016,714137,+,2,,1,,,
5043,3142764,22-03-2022,887410,+,3,3,1,22,22,1
5044,3106949,08-06-2021,178018,+,25,2,1,,,
5045,2791062,15-11-2017,499260,+ -,Err,Err,Err,Err,Err,Err
5046,2945445,13-09-2018,851510,+,Err,Err,Err,Err,Err,Err
5047,2605619,01-12-2017,724431,+,Err,Err,Err,Err,Err,Err
5048,2998766,19-12-2018,569428,-,1,1,,,,1
5049,3062461,19-08-2019,946288,-,,,1,,,1
5050,3105732,17-03-2021,658643,-,,,1,,,1
5051,2969320,07-11-2018,4808,-,2,2,1,,,1
5052,2481789,18-11-2016,294199,-,Err,Err,Err,Err,Err,Err
5053,3098273,10-03-2021,838761,+ -,8,8,1,,,2
5054,3111073,07-03-2022,915002,+,2,2,1,4,4,
5055,2339508,06-09-2016,238651,-,966,,1,,,1
5056,2359613,30-09-2016,246714,-,Err,Err,Err,Err,Err,Err
5057,3048219,29-03-2019,739477,+,,,1,Err,,1
5058,3115119,24-03-2021,553192,+,2,2,1,,,
5059,3107980,27-01-2021,574945,+,1,1,,,,1
5060,2542820,21-01-2019,595614,+,1,1,,,,1
5061,2801572,24-04-2019,380949,+,2,2,1,,,
5062,2623570,22-12-2016,463943,+,2,2,1,,,
5063,2658402,12-04-2017,709641,+,2,2,1,,,
5064,3121480,07-09-2021,620426,+,,2,1,35,5,1
5065,2507658,29-11-2016,688966,+ -,Err,Err,Err,Err,Err,Err
5066,2605213,26-09-2016,77569,+,,2,1,,,1
5067,3138139,11-02-2022,996790,+,2,2,1,,,1
5068,3087791,29-04-2020,802514,+,2,2,5,,,
5069,3069928,12-11-2019,87438,-,3,2,1,,,1
5070,3100206,09-03-2021,1239581,+ -,Err,Err,Err,Err,Err,Err
5071,3086806,22-04-2020,1013690,+,,,1,Err,,1
5072,2979071,14-01-2019,614161,+,2,2,1,,,1
5073,3087781,22-06-2020,200165,+,4,4,1,2,2,
5074,2613506,20-01-2017,557681,+ -,15,3,1,,,1
5075,3110913,26-03-2021,964604,-,1,1,,,,1
5076,3080817,23-11-2020,469560,+ -,2,2,1,8,,1
5077,3092657,02-09-2020,649154,-,Err,Err,Err,Err,Err,Err
5078,2779471,18-12-2017,10117,+,Err,Err,Err,Err,Err,Err
5079,3083305,30-09-2020,1023547,-,Err,Err,Err,Err,Err,Err
5080,2705112,01-06-2018,486860,+ -,Err,Err,Err,Err,Err,Err
5081,3016766,27-02-2019,733483,+,8,3,1,,10,
5082,3140570,28-02-2022,94109,+,2,2,1,30,31,1
5083,3091275,09-11-2020,401709,-,,2,1,,,1
5084,3080572,28-09-2020,952303,+ -,,,,Err,,1
5085,2858226,14-06-2018,616245,+ -,1,1,,,,1
5086,3096086,13-10-2020,601660,+ -,2,2,1,,,1
5087,2916529,27-07-2018,44757,+,2,2,1,,,1
5088,2220385,29-01-2018,315651,+,Err,Err,Err,Err,Err,Err
5089,3078984,05-06-2020,469560,+,2,2,,8,,
5090,2173139,29-05-2017,180541,+ -,2,2,1,,,
5091,2112855,09-08-2017,144619,-,,,1,,,1
5092,2745340,27-11-2019,18182,-,Err,Err,Err,Err,Err,Err
5093,3033928,10-12-2019,277429,-,968,971,1,,,1
5094,3051375,24-10-2019,123664,-,2,2,1,,,1
5095,3122520,28-03-2022,996563,+,Err,Err,Err,Err,Err,Err
5096,3142729,11-03-2022,93420,+,2,2,1,,,
5097,2750308,20-12-2017,629347,+,Err,Err,Err,Err,Err,Err
5098,2757014,22-06-2018,345574,+,2,2,1,,,1
5099,3101720,25-11-2020,22442,-,Err,Err,Err,Err,Err,Err
5100,3134534,03-12-2021,756598,-,2,2,1,,,1
5101,3047867,29-03-2022,149053,+ -,919,,,,,1
5102,3104628,03-11-2020,865436,+,3,2,1,,21,
5103,3073919,24-02-2020,178018,+,Err,Err,Err,Err,Err,Err
5104,1332073,04-11-2016,151576,+,Err,Err,Err,Err,Err,Err
5105,3087083,21-09-2020,777762,-,Err,Err,Err,Err,Err,Err
5106,2730359,17-01-2019,517153,-,3,3,2,,,2
5107,2648247,20-06-2017,740178,+,,,1,,,2
5108,2683400,29-03-2017,479999,+,676,,1,,,1
5109,3103596,29-01-2021,361355,+,2,2,1,,,1
5110,3068365,20-08-2021,480104,+ -,2,2,1,,,1
5111,3085191,09-10-2020,610124,+,2,3,1,,,
5112,2679085,29-06-2017,726612,+,2,2,1,,,
5113,2549023,31-05-2016,465044,+ -,2,2,1,,,1
5114,3021329,12-04-2022,235269,+,Err,Err,Err,Err,Err,Err
5115,3085186,13-10-2020,1009312,+,,,1,Err,,1
5116,2861782,26-07-2018,838459,+ -,,,1,,,
5117,2484056,15-12-2016,649154,+,1,,,,,
5118,3090331,28-07-2020,76176,+,2,,9,34,,
5119,3070983,23-09-2020,313614,+,Err,Err,Err,Err,Err,Err
5120,em-wo-1290896,03-03-2017,,+,Err,Err,Err,Err,Err,Err
5121,2752221,07-02-2018,223745,+ -,Err,Err,Err,Err,Err,Err
5122,3088051,10-12-2020,1016849,+ -,Err,Err,Err,Err,Err,Err
5123,3105889,13-05-2021,1052623,+,,,1,Err,,1
5124,3078699,24-11-2021,791693,-,Err,Err,Err,Err,Err,Err
5125,3060163,02-08-2019,150084,+,,,1,,,
5126,3038166,26-03-2019,668833,-,98,,1,,,1
5127,2541442,30-09-2016,616245,-,2,2,1,,,1
5128,3127962,11-11-2021,101305,-,2,2,1,,,
5129,2615758,29-11-2016,613753,+ -,847,,1,,,1
5130,2835356,19-09-2019,421533,+ -,2,2,1,,,
5131,3133118,15-03-2022,1043981,-,Err,Err,Err,Err,Err,Err
5132,2911447,21-09-2018,742567,+,,,1,Err,,1
5133,3001297,13-11-2020,22442,+ -,1,1,,,,1
5134,2558347,25-10-2016,614009,+ -,,2,1,Err,,1
5135,3079972,01-06-2020,487257,+,,1,,,,1
5136,3089466,21-10-2020,699275,+,,,,3,3,
5137,3072140,16-12-2019,37079,-,780,,1,,,1
5138,3132001,07-02-2022,174597,-,2,2,1,,,1
5139,3126947,13-08-2021,461098,-,5,,1,,,1
5140,2902750,25-05-2018,7308,+ -,Err,Err,Err,Err,Err,Err
5141,2778986,20-02-2020,242816,+,Err,Err,Err,Err,Err,Err
5142,3088620,26-01-2022,297752,+,2,2,1,,,1
5143,2957150,14-09-2018,747266,-,2,2,1,,,1
5144,2668393,20-12-2016,70994,+,,,1,,,
5145,3106369,27-01-2021,1047628,+,856,,1,,,
5146,3096580,06-05-2021,779615,+,2,2,1,,,1
5147,2000647,05-05-2021,504727,+ -,1,1,,1,1,
5148,2959776,07-03-2019,28274,-,1,1,,,,1
5149,3084466,02-06-2020,448875,+,2,2,1,,,
5150,2903444,18-05-2018,139671,+,3,5,1,3,47,
5151,2807058,22-11-2017,796989,+,Err,Err,Err,Err,Err,Err
5152,3050304,23-08-2019,557424,+ -,2,2,1,,,1
5153,3067242,28-11-2019,677905,-,215,,1,,,1
5154,2877101,26-06-2019,240350,+,Err,Err,Err,Err,Err,Err
5155,2730706,05-07-2017,772256,+,,,1,Err,,1
5156,3048367,19-12-2019,913296,-,,2,1,Err,,1
5157,2905555,24-04-2018,215719,+,Err,Err,Err,Err,Err,Err
5158,2767575,27-04-2018,266786,+,Err,Err,Err,Err,Err,Err
5159,2846056,15-05-2018,807195,+,2,2,1,,,1
5160,2519968,24-10-2016,181937,-,Err,Err,Err,Err,Err,Err
5161,3056284,08-10-2019,935166,-,Err,Err,Err,Err,Err,Err
5162,3108999,29-06-2021,87070,+,52,,1,,,1
5163,2940115,12-02-2019,827673,+ -,,,1,Err,,1
5164,2937624,19-09-2018,517676,-,2,2,1,,,1
