,decision_ID,date,holder_ID,LOC,euipo_ind_holder,euipo_ind_TM_opp,euipo_ind_TM_app,boip_ind_holder,boip_ind_TM_opp,boip_ind_TM_app
2651,3059997,24-07-2019,839,+,2,2,1,,,1
2652,2265117,30-01-2018,10263,-,Err,Err,Err,Err,Err,Err
2653,2530601,17-05-2016,695484,+ -,Err,Err,Err,Err,Err,Err
2654,3092531,23-03-2021,703789,-,2,2,1,,,1
2655,3080554,12-08-2020,10117,+,Err,Err,Err,Err,Err,Err
2656,2722448,27-09-2017,769746,-,4,,1,,,1
2657,2172818,21-07-2016,18915,-,876,,1,,,1
2658,2464249,29-04-2016,,+ -,Err,564,,Err,,
2659,3100993,26-01-2021,410821,+,,,1,,,1
2660,2851494,17-07-2018,298395,+,,,1,Err,,1
2661,2522657,10-08-2017,596965,+ -,2,3,1,,,1
2662,2732678,29-05-2017,424501,+,2,2,1,,,1
2663,2350687,10-10-2016,196097,-,,,1,Err,,1
2664,3122206,09-08-2021,1089997,+,,2,1,Err,,1
2665,3134595,09-11-2021,430837,+ -,2,2,1,,,1
2666,2782541,30-11-2017,167825,+,Err,Err,Err,Err,Err,Err
2667,3022772,17-01-2019,881546,+,2,,1,,,
2668,2529314,19-10-2016,618482,-,2,2,1,,,1
2669,2755315,14-05-2018,428633,+,1,,,,,1
2670,3058120,27-06-2019,906993,+,,,1,Err,3,1
2671,2184417,13-10-2016,5572,-,,,2,,,1
2672,3131091,20-10-2021,548114,+,2,2,1,,,
2673,2716895,20-12-2017,607546,+ -,Err,Err,Err,Err,Err,Err
2674,3113814,22-07-2021,844550,+,3,3,1,Err,Err,Err
2675,2513029,10-10-2016,167825,+,1,1,,,,
2676,2978230,03-07-2019,765152,+,2,2,1,,,
2677,3066385,30-03-2020,434171,+ -,Err,Err,Err,Err,Err,Err
2678,2633470,03-11-2017,735168,-,Err,Err,Err,Err,Err,Err
2679,2226432,25-03-2020,151385,+,2,3,1,3,3,1
2680,3058841,04-02-2020,939373,+ -,,,1,Err,,
2681,3123617,27-04-2021,671855,+,3,3,1,4,,
2682,3017814,21-12-2018,333091,+,,2,1,,,1
2683,3018143,19-12-2018,119989,+,2,2,1,,,
2684,2297789,30-11-2017,228581,+ -,3,3,1,,,1
2685,2524414,31-10-2017,363952,+,Err,Err,Err,Err,Err,Err
2686,3144423,06-04-2022,1191055,+,,,1,Err,,
2687,3061019,04-09-2019,91258,-,2,2,1,,,1
2688,2864067,18-01-2019,210588,+,Err,Err,Err,Err,Err,Err
2689,2953753,27-06-2018,66896,-,2,2,1,,,1
2690,3068098,29-11-2019,126906,-,Err,Err,Err,Err,Err,Err
2691,2886953,10-04-2018,9424,+ -,160,,1,,,1
2692,3080090,31-03-2022,1053285,-,7,,1,,,1
2693,3139476,07-04-2022,108853,+,13,,1,,,
2694,2435439,17-07-2017,339697,+ -,2,2,1,,,1
2695,2401795,18-07-2016,239526,-,2,2,1,,,1
2696,2751454,21-06-2017,725039,+,Err,Err,Err,Err,Err,Err
2697,2759341,13-11-2017,236245,+,Err,Err,Err,Err,Err,Err
2698,3089887,02-09-2020,1021618,-,,,1,Err,,1
2699,2522863,25-05-2018,64344,+,1,1,8,,,1
2700,3078368,02-03-2020,754072,+ -,6,6,1,,,
2701,3105878,24-08-2021,1052577,+,Err,Err,Err,Err,Err,Err
2702,1985285,15-05-2018,324669,+,1,1,,,,1
2703,3138623,30-11-2021,610517,+,2,2,1,2,2,1
2704,2786500,29-08-2017,788469,+,Err,Err,Err,Err,Err,Err
2705,3067308,07-09-2020,239526,+,,,,,,
2706,2710252,10-01-2018,195517,+,2,2,1,9,9,1
2707,em-wo-1302013,07-07-2017,,+,Err,Err,Err,Err,Err,Err
2708,3078320,20-01-2020,991243,+,,,1,Err,,2
2709,2674458,07-04-2017,407036,+,2,2,1,,,
2710,2819541,26-06-2018,2194,+,4,5,,36,36,1
2711,2477704,29-04-2016,63890,-,140,286,1,,,1
2712,2535188,31-05-2017,697109,+,4,,1,,,1
2713,3094581,23-07-2020,755287,+ -,2,2,1,,,1
2714,2833062,02-02-2018,485085,+,Err,Err,Err,Err,Err,Err
2715,2858267,22-02-2018,569437,+,Err,Err,Err,Err,Err,Err
2716,3137954,18-03-2022,62940,-,Err,Err,Err,Err,Err,Err
2717,2830720,22-11-2017,841123,-,Err,Err,Err,Err,Err,Err
2718,2613076,11-05-2017,615587,+ -,2,2,1,,,
2719,3062279,09-07-2019,219353,-,,,1,,,1
2720,3058555,26-07-2019,499804,-,,,1,,,1
2721,3070324,02-12-2019,275970,-,2,2,1,,,1
2722,2735770,23-08-2017,172551,+,2,2,1,,,
2723,3092382,15-12-2020,40578,+,2,2,1,49,20,1
2724,2844879,29-05-2020,783624,-,Err,Err,Err,Err,Err,Err
2725,2823212,20-12-2018,550242,+,,3,1,Err,,
2726,3056703,29-10-2019,645479,-,,,1,,,1
2727,1975294,13-06-2017,167825,+,426,2,1,,,
2728,2927351,26-11-2019,686984,-,3,3,1,,,1
2729,3129850,08-09-2021,173560,+,2,,1,,,1
2730,3013573,20-11-2019,215915,+,2,2,1,,19,
2731,2334681,13-11-2018,483786,+,1,1,,,,1
2732,3091187,17-08-2020,773365,-,2,2,1,,,1
2733,2596891,15-03-2017,7289,+ -,1,1,,,,
2734,3058500,24-04-2020,159052,+,,,,,,
2735,2847070,15-12-2017,390921,+,Err,Err,Err,Err,Err,Err
2736,3095994,19-08-2020,814529,+,Err,Err,Err,Err,Err,Err
2737,2027962,31-08-2016,520159,+ -,,2,1,Err,,1
2738,2864208,20-07-2018,798264,+ -,2,2,1,,,1
2739,2789819,30-04-2020,790018,+,,,,Err,,1
2740,3064383,30-09-2019,72948,+,,,,,,
2741,3098786,21-12-2020,757298,+ -,2,2,1,,,
2742,2802372,10-11-2017,150282,+ -,Err,Err,Err,Err,Err,Err
2743,2561036,16-12-2016,710442,+,,,1,,,
2744,2432519,28-11-2018,22442,-,2,2,1,,,
2745,2865429,28-03-2018,131238,+,Err,Err,Err,Err,Err,Err
2746,2407842,26-10-2017,483922,-,Err,Err,Err,Err,Err,Err
2747,3073465,06-04-2021,55019,+ -,2,2,1,,,
2748,2573544,29-06-2016,518972,+,2,2,1,,,1
2749,3112594,23-03-2021,207891,+,3,3,2,,,1
2750,3092659,29-09-2020,214743,+,961,,1,,,
2751,3080483,25-02-2020,364163,+,2,,1,,,
2752,2852385,23-07-2018,802697,+ -,2,2,1,,,1
2753,2573775,13-03-2017,580830,+,9,9,4,,,1
2754,3069881,28-10-2019,44246,-,2,2,1,,,1
2755,2892514,28-05-2018,46215,+ -,Err,Err,Err,Err,Err,Err
2756,3134471,27-01-2022,1005792,+ -,457,,1,,,1
2757,3097169,16-11-2020,528531,+,,,1,,,1
2758,3105392,17-02-2021,35885,+ -,4,2,1,,,
2759,3137180,02-05-2022,822894,+,Err,Err,Err,Err,Err,Err
2760,2615766,17-01-2017,729246,-,Err,Err,Err,Err,Err,Err
2761,2699489,23-05-2017,124053,-,Err,Err,Err,Err,Err,Err
2762,3049191,18-07-2019,380867,+,Err,Err,Err,Err,Err,Err
2763,2937301,09-08-2018,848201,+,,,1,Err,,
2764,2427428,30-01-2019,149775,+,,,1,Err,,1
2765,2537929,02-08-2018,502761,+ -,998,,1,,,
2766,3027714,21-02-2019,40602,-,2,2,1,,,1
2767,2894841,20-09-2018,642659,-,2,,,,,1
2768,3062583,08-07-2019,76792,+,,,739,4,4,1
2769,3112929,04-01-2021,634100,+,2,2,1,,,
2770,2273822,30-09-2016,612230,-,2,2,1,,,1
2771,2712720,24-04-2017,764095,+ -,,,1,Err,,1
2772,3010934,22-02-2019,126780,+ -,2,2,1,,,1
2773,3121625,29-04-2021,207792,+,2,2,1,,,
2774,3089014,19-06-2020,380521,-,,,1,,,1
2775,3055001,13-06-2019,22442,-,,,,,,
2776,2745027,08-10-2021,580643,+,,,,,,
2777,2895004,11-05-2021,438579,+,2,2,1,,,1
2778,3124715,12-08-2021,944038,-,Err,Err,Err,Err,Err,Err
2779,3112177,08-02-2021,586264,-,Err,Err,Err,Err,Err,Err
2780,2569609,12-06-2019,580830,+,4,4,1,,,1
2781,2665928,11-05-2017,91346,-,2,2,1,,,1
2782,3146111,20-05-2022,1071389,+,,,1,Err,,1
2783,2450834,31-05-2016,557681,+ -,Err,Err,Err,Err,Err,Err
2784,3106596,01-03-2022,799516,+,1,1,5,,,1
2785,2563230,23-08-2016,373028,+ -,2,2,1,,,
2786,2417858,05-06-2017,290103,+,3,3,1,,,
2787,3076773,21-04-2020,1204,+,,,3,,,
2788,2819236,26-01-2018,718386,+ -,Err,Err,Err,Err,Err,Err
2789,2493958,25-09-2017,450215,+,Err,Err,Err,Err,Err,Err
2790,3130932,28-09-2021,40117,-,396,,1,,,1
2791,3091492,20-10-2020,549807,+,978,,,,,1
2792,2684739,29-06-2017,636533,+,2,2,1,,,1
2793,3076705,18-12-2019,168495,-,3,3,2,,,
2794,2757824,14-02-2018,43548,+,5,5,1,,,1
2795,2663352,04-05-2017,132948,+ -,Err,Err,Err,Err,Err,Err
2796,3046839,13-03-2019,671855,+,2,2,1,10,,
2797,2900986,13-04-2018,160445,+,Err,Err,Err,Err,Err,Err
2798,3071402,20-12-2019,129368,-,Err,Err,Err,Err,Err,Err
2799,3086288,29-04-2021,193789,+,2,2,1,,,1
2800,2687377,27-03-2017,46267,+ -,2,2,1,,,1
2801,2703356,19-07-2017,153899,-,,,,,,1
2802,3102647,18-12-2020,806018,+,Err,Err,Err,Err,Err,Err
2803,3099768,18-12-2020,746398,+,Err,Err,Err,Err,Err,Err
2804,3130500,28-10-2021,398300,+ -,2,2,1,32,32,
2805,2782301,30-07-2018,595297,+ -,,,,,,1
2806,2263302,31-10-2018,485699,+,3,3,1,,,1
2807,2559121,11-05-2016,253425,+,Err,Err,Err,Err,Err,Err
2808,2880600,08-11-2018,313198,-,Err,Err,Err,Err,Err,Err
2809,2997842,17-09-2018,632046,+,Err,Err,Err,Err,Err,Err
2810,2981879,03-09-2018,558798,+ -,,,1,Err,,1
2811,2631763,29-07-2019,184933,+,2,2,1,,,
2812,2430497,29-04-2016,228224,+,Err,Err,Err,Err,Err,Err
2813,2913757,31-01-2020,388628,+,Err,Err,Err,Err,Err,Err
2814,3127831,15-12-2021,1112510,+ -,,,1,Err,,1
2815,2780099,30-01-2018,465425,+ -,Err,Err,Err,Err,Err,Err
2816,3063976,02-12-2020,752908,+,2,3,1,,,1
2817,2875113,28-02-2019,389692,-,142,,7,,,1
2818,2949777,08-10-2018,182249,+ -,Err,Err,Err,Err,Err,Err
2819,2294810,25-11-2015,20951,+ -,Err,Err,Err,Err,Err,Err
2820,3018994,18-02-2019,167781,+,1,,,Err,Err,Err
2821,2462136,24-11-2017,448821,-,Err,Err,Err,Err,Err,Err
2822,3121797,28-06-2021,571938,-,2,2,1,,,1
2823,3112931,14-06-2021,435153,+,2,2,4,,,1
2824,3054000,22-07-2020,362774,+ -,2,2,6,,,1
2825,3104246,07-10-2020,821632,+,,,787,1,1,
2826,3063423,18-03-2020,697431,-,2,2,1,,,1
2827,3114054,06-09-2021,998707,+,988,,1,,,1
2828,3087804,17-02-2021,987278,+,Err,Err,Err,Err,Err,Err
2829,3088207,22-10-2020,1017176,-,,,1,Err,,1
2830,2416629,14-06-2017,658462,-,,,1,Err,,1
2831,2659202,12-05-2017,196097,+ -,,,1,Err,,1
2832,2693714,04-06-2019,13032,+ -,3,3,1,Err,,1
2833,3140411,26-01-2022,930169,+ -,2,2,1,,,1
2834,2011073,12-05-2017,494880,+,Err,Err,Err,Err,Err,Err
2835,3074995,20-07-2020,829466,+,Err,Err,Err,Err,Err,Err
2836,3130491,15-11-2021,44794,-,Err,Err,Err,Err,Err,Err
2837,3133636,11-05-2022,424292,-,Err,Err,Err,Err,Err,Err
2838,1911091,17-10-2016,107686,+,2,2,1,,,1
2839,2266925,25-09-2020,540261,-,,2,1,Err,,1
2840,3071133,12-12-2019,466441,-,100,,1,,,
2841,2494287,28-10-2016,612286,+,,2,1,Err,,
2842,2665936,10-09-2018,746189,+,,,1,Err,,
2843,2889338,08-10-2018,180779,+,2,2,1,,,
2844,2625542,21-02-2017,484937,-,Err,Err,Err,Err,Err,Err
2845,3028357,17-06-2021,103418,+ -,Err,Err,Err,Err,Err,Err
2846,2709205,21-11-2017,172838,+,Err,Err,Err,Err,Err,Err
2847,2868449,16-10-2018,339949,+,,,384,,,1
2848,2760042,24-11-2017,83723,-,Err,Err,Err,Err,Err,Err
2849,3086182,17-12-2020,1117713,+,1,,,,,
2850,3138780,16-05-2022,1160171,+,,2,1,Err,,1
2851,2938978,29-06-2018,264420,+ -,Err,Err,Err,Err,Err,Err
2852,2662289,27-09-2017,292338,+,2,,1,,,1
2853,3066689,27-10-2020,764375,-,Err,Err,Err,Err,Err,Err
2854,2693011,28-09-2017,754793,+ -,121,,,,,1
2855,2531955,13-07-2016,119510,-,432,,1,,,
2856,3124217,07-05-2021,450356,+ -,2,2,1,,,1
2857,2589888,16-03-2017,384913,+,2,2,1,,,1
2858,3044586,29-01-2019,50796,+,,,1,,,
2859,3140779,28-03-2022,1171474,+ -,Err,Err,Err,Err,Err,Err
2860,3012443,31-10-2018,47,-,,,,,,1
2861,2640574,10-07-2017,630147,+,2,2,1,,,1
2862,2787722,30-08-2017,132909,+ -,2,2,1,,,
2863,3115296,21-01-2021,1038464,+,,1,,Err,1,
2864,2310673,11-07-2016,618414,+,Err,Err,Err,Err,Err,Err
2865,3066305,11-10-2019,837761,+,,,1,,,
2866,2534280,08-08-2016,391561,-,2,2,1,,,1
2867,2782822,09-02-2018,900792,+,Err,Err,Err,Err,Err,Err
2868,2836313,15-09-2020,394180,+,2,2,1,,,
2869,3105888,28-05-2021,956175,+,Err,Err,Err,Err,Err,Err
2870,2813494,29-07-2018,753688,-,2,2,1,,,1
2871,3137336,25-02-2022,189562,-,2,1,,,1,
2872,2835638,27-11-2017,226071,+ -,Err,Err,Err,Err,Err,Err
2873,3083125,12-05-2020,46215,-,Err,Err,Err,Err,Err,Err
2874,3029256,26-11-2018,884574,-,,,1,Err,,1
2875,2322736,04-10-2016,435533,-,,1,,Err,,1
2876,3082589,16-04-2020,751924,+ -,2,2,1,,,1
2877,2671009,28-09-2018,774439,+ -,3,,1,2,,1
2878,3002923,12-03-2019,787719,-,2,2,1,,,1
2879,3059345,28-06-2019,498928,+,,5,1,,,1
2880,2737420,16-09-2020,22442,-,Err,Err,Err,Err,Err,Err
2881,2566704,17-01-2018,80504,+,Err,Err,Err,Err,Err,Err
2882,3114270,06-04-2022,1029323,-,Err,Err,Err,Err,Err,Err
2883,2906017,11-05-2018,60388,-,2,1,,,1,
2884,3100001,27-11-2020,1040569,+,,,1,Err,,1
2885,3132306,12-05-2022,827123,+ -,2,2,1,,,1
2886,2703133,27-06-2018,426253,+,2,2,1,,,
2887,3051926,19-12-2019,66443,+ -,8,8,1,,,1
2888,2624198,18-06-2018,944038,-,Err,Err,Err,Err,Err,Err
2889,2764143,10-07-2017,40306,-,2,2,1,,,1
2890,2836172,12-12-2017,674388,+,Err,Err,Err,Err,Err,Err
2891,3086258,02-06-2020,814529,+,Err,Err,Err,Err,Err,Err
2892,3015305,21-12-2018,436828,+,Err,Err,Err,Err,Err,Err
2893,2924077,17-10-2018,38051,-,2,2,1,,,1
2894,3136857,25-04-2022,730311,+ -,2,2,1,,,1
2895,3050530,10-10-2019,759248,+ -,4,,1,Err,Err,Err
2896,2563198,15-11-2016,608312,+ -,2,2,1,21,21,1
2897,2474495,13-05-2016,546484,-,2,2,1,,,1
2898,3047001,30-04-2019,735211,+ -,2,3,1,,,
2899,3131623,27-09-2021,198632,+,3,2,1,,,1
2900,2602244,21-12-2016,138929,+,3,,1,,,
2901,2691445,21-02-2018,80504,+ -,Err,Err,Err,Err,Err,Err
2902,2751421,06-11-2017,449920,+,Err,Err,Err,Err,Err,Err
2903,2866609,22-12-2017,751642,+,Err,Err,Err,Err,Err,Err
2904,2848847,14-02-2020,20423,+,Err,Err,Err,,,
2905,3111195,20-04-2021,714934,+,,,,Err,33,1
2906,3077706,16-12-2019,989143,+ -,,,1,Err,,1
2907,3110609,25-05-2021,99547,+,284,,1,,,
2908,2630971,29-03-2017,254047,-,Err,Err,Err,Err,Err,Err
2909,3050665,29-04-2019,801830,-,1,1,7,,,1
2910,2705906,30-05-2017,670839,+,,,1,,,1
2911,2911892,30-05-2018,667827,+,2,2,1,,,
2912,3048699,07-05-2019,660813,+,Err,Err,Err,Err,Err,Err
2913,2057662,29-09-2017,483692,-,Err,Err,Err,Err,Err,Err
2914,3098075,22-09-2020,845638,+,Err,Err,Err,Err,Err,Err
2915,2545740,21-11-2016,22442,-,Err,Err,Err,Err,Err,Err
2916,2601865,16-11-2016,105031,+,2,2,1,,,1
2917,3069839,11-06-2020,146226,-,147,,1,,,2
2918,2627910,17-11-2016,580830,-,5,5,1,,,1
2919,2803289,04-12-2017,72268,+,Err,Err,Err,Err,Err,Err
2920,3069377,27-04-2020,192349,+ -,Err,Err,Err,Err,Err,Err
2921,2658071,08-08-2017,151561,-,3,3,2,,,1
2922,3070438,29-11-2019,670318,+,,,,,,
2923,3049964,19-12-2019,144186,+,2,2,1,,,1
2924,3087242,25-08-2020,32839,+,2,2,1,,,1
2925,3123559,20-07-2021,1094327,+ -,,,1,Err,,1
2926,3135805,16-11-2021,10040,+,2,,1,Err,Err,Err
2927,3103043,28-01-2021,644503,-,1,1,,,,1
2928,3064403,04-10-2019,951948,+,,,1,Err,,1
2929,3005975,22-03-2021,5805,+,2,2,1,,,
2930,3095254,28-07-2021,1034404,+,77,2,1,,,
2931,3093790,03-12-2020,1589,+,Err,Err,Err,Err,Err,Err
2932,2714221,30-01-2019,766155,+,,,1,Err,,
2933,3135800,17-12-2021,136250,-,2,2,1,,,1
2934,2662644,03-05-2017,30174,+,,,1,,,1
2935,3066880,23-07-2019,79004,-,2,2,1,,,1
2936,3052333,15-04-2019,508814,+,,,1,,,1
2937,2505900,29-06-2016,117277,+ -,7,7,,,,1
2938,2782699,12-09-2017,167825,+,458,2,1,,,
2939,2524109,20-06-2016,294823,-,Err,Err,Err,Err,Err,Err
2940,3141906,20-01-2022,870963,+ -,2,2,3,,,1
2941,2796889,05-04-2018,40388,+,Err,Err,Err,Err,Err,Err
2942,3091910,27-07-2020,38162,+,579,,1,,,
2943,2391574,16-08-2018,167917,-,2,2,1,,,1
2944,3110593,29-06-2021,745318,+,2,2,1,,,1
2945,3095952,01-07-2021,359234,+,2,2,1,,,1
2946,2805565,23-09-2019,44246,-,1,1,,,,1
2947,3097825,12-08-2020,5694,+,,,1,,,
2948,2931742,08-06-2018,266124,+,2,2,1,,,1
2949,3050645,26-06-2019,614198,+,2,2,1,1,,
2950,2881392,12-06-2018,592187,+,2,2,1,,,
2951,2795444,28-12-2017,791911,+ -,Err,Err,Err,Err,Err,Err
2952,2844218,09-03-2018,811868,-,Err,Err,Err,Err,Err,Err
2953,3132724,13-12-2021,906510,+,3,3,1,,,1
2954,3102503,22-10-2020,259705,+,94,,1,,,
2955,3062569,30-08-2019,186080,+ -,2,2,1,14,19,1
2956,3047296,04-05-2020,46063,+,2,2,1,,,
2957,2396417,26-01-2017,10073,-,1,1,,,,1
2958,3051729,08-08-2019,440672,-,2,2,1,7,,1
2959,2823832,16-10-2018,198861,+,,,40,2,,1
2960,3112992,15-03-2022,545986,+,2,2,1,,,1
2961,3115248,20-07-2021,279490,-,Err,Err,Err,Err,Err,Err
2962,2992785,30-11-2018,475855,+ -,201,,1,,,1
2963,3081275,25-06-2020,431937,-,,,1,,,1
2964,2775362,19-07-2017,714893,+ -,2,2,1,,,1
2965,1928046,31-10-2018,167825,+,Err,Err,Err,Err,Err,Err
2966,3087432,30-06-2020,325147,+ -,,,65,,,
2967,3140650,25-03-2022,1171203,-,,,,Err,,1
2968,2517087,18-04-2016,442663,+,2,2,1,,,
2969,2964818,09-07-2018,859371,+,,,1,Err,26,1
2970,2282237,05-05-2015,755794,+,3,3,1,,,1
2971,2851940,27-02-2018,750003,+ -,Err,Err,Err,Err,Err,Err
2972,3067860,16-01-2020,777509,+,2,2,1,,,1
2973,3110302,04-05-2021,598967,+,Err,Err,Err,Err,Err,Err
2974,2615956,15-03-2017,31404,-,Err,Err,Err,Err,Err,Err
2975,2863259,31-05-2018,37554,+,63,,1,8,,1
2976,3059926,22-05-2019,73858,+,2,2,3,,,1
2977,2284233,01-02-2017,977,+,Err,Err,Err,Err,Err,Err
2978,1984965,16-03-2017,252196,+ -,,1,,Err,1,
2979,3095051,07-08-2020,178018,+,Err,Err,Err,Err,Err,Err
2980,3094549,21-06-2021,46215,-,Err,Err,Err,Err,Err,Err
2981,3111753,23-02-2021,922290,+,,,1,Err,,1
2982,2852344,19-03-2018,813646,+,Err,Err,Err,Err,Err,Err
2983,3051882,27-04-2022,357509,+,1,3,4,1,1,
2984,3133025,15-03-2022,44324,+,2,2,1,,,1
2985,2201146,04-11-2020,5753,+,2,2,3,10,10,2
2986,2616400,13-12-2016,708844,+,2,2,1,,,1
2987,3060500,22-03-2021,660062,+,Err,Err,Err,Err,Err,Err
2988,3051814,01-10-2019,686935,-,496,,1,,,1
2989,3081304,06-08-2020,178018,+,Err,Err,Err,Err,Err,Err
2990,3128078,29-09-2021,556560,+,,2,1,Err,,
2991,3124179,28-05-2021,302293,-,,,,,,1
2992,2616525,30-11-2018,101767,+,2,2,1,,,1
2993,2791864,28-08-2017,753671,+,Err,Err,Err,Err,Err,Err
2994,3074980,22-11-2019,102803,-,2,,1,,,1
2995,3077825,01-04-2020,,+,Err,Err,Err,Err,Err,Err
2996,3137000,20-04-2022,613753,+,2,2,1,,,1
2997,3067720,12-02-2021,281587,+,Err,Err,Err,Err,Err,Err
2998,3046959,26-02-2019,49975,-,,2,1,,6,1
2999,2731092,22-01-2018,138021,+ -,Err,Err,Err,Err,Err,Err
3000,3064200,22-06-2020,720858,+ -,,1,,Err,1,
3001,2891169,24-01-2019,1075,-,Err,Err,Err,Err,Err,Err
3002,3083969,19-02-2020,852356,-,,2,1,,3,1
3003,2824053,12-02-2018,67629,+,Err,Err,Err,Err,Err,Err
3004,2507104,06-06-2016,138358,-,9,,1,,,1
3005,3010652,29-08-2019,223560,+,Err,Err,Err,Err,Err,Err
3006,3138200,12-05-2022,1045079,-,2,2,1,,,1
3007,3117441,26-04-2021,1083498,+ -,,,1,Err,,1
3008,2757329,07-12-2017,372402,+ -,Err,Err,Err,Err,Err,Err
3009,2834094,22-11-2017,806818,+ -,Err,Err,Err,Err,Err,Err
3010,2447335,14-08-2017,85086,+,Err,Err,Err,Err,Err,Err
3011,2588815,20-12-2018,138200,-,2,2,1,,,1
3012,3049431,18-11-2019,174483,-,Err,Err,Err,Err,Err,Err
3013,2679002,14-02-2017,646691,+ -,Err,Err,Err,Err,Err,Err
3014,2799685,26-03-2018,202813,+,Err,Err,Err,Err,Err,Err
3015,3086574,29-06-2020,1013168,+,,,1,Err,,
3016,3106099,30-03-2021,151773,+,2,2,1,,,3
3017,2836354,16-09-2020,394180,+ -,2,2,1,,,
3018,3085897,11-11-2020,772249,+,,,1,,,1
3019,3001453,29-11-2018,69244,-,,,1,,,1
3020,2692732,15-03-2017,553192,+ -,Err,Err,Err,Err,Err,Err
3021,2704040,10-08-2017,21507,+ -,2,2,1,,,1
3022,2818642,08-06-2021,612052,+ -,,2,1,Err,,1
3023,3063768,05-03-2020,950231,+ -,,,1,Err,,1
3024,3065786,17-03-2020,195517,+,2,2,1,1,1,
3025,3088359,29-10-2020,30064,+,,,1,,,
3026,3104403,17-12-2020,438401,+,Err,Err,Err,Err,Err,Err
3027,2915646,08-05-2018,339949,-,2,2,1,,,1
3028,3067640,14-01-2022,868116,+ -,2,2,1,,,1
3029,3049627,16-09-2019,657030,+ -,2,2,1,,,1
3030,3014365,04-03-2019,814529,-,Err,Err,Err,Err,Err,Err
3031,3131318,26-11-2021,348749,+,,,1,,,1
3032,3065903,10-09-2021,180779,+,2,2,1,,,1
3033,2645136,23-01-2017,49766,+ -,3,3,,16,,1
3034,2213596,30-01-2017,1204,+,,2,1,,,1
3035,3133068,13-10-2021,2624,+,2,2,1,,,
3036,2313172,01-03-2017,138358,+ -,2,2,1,,,1
3037,2830084,11-02-2019,790018,+ -,Err,Err,Err,Err,Err,Err
3038,3135882,14-01-2022,6250,+,2,2,1,,,1
3039,3055838,19-08-2019,16254,+,,,1,,,
3040,3099266,01-09-2020,537358,+,2,2,1,,,1
3041,2523762,24-01-2017,91266,+,2,3,1,1,,
3042,2597907,26-04-2018,710404,-,Err,Err,Err,Err,Err,Err
3043,2846783,18-05-2018,168947,+,2,2,1,,,
3044,3050512,09-08-2019,4428,-,Err,Err,Err,Err,Err,Err
3045,2975889,20-11-2018,862493,+,,,1,Err,,1
3046,3111908,29-04-2021,1067585,+,,,1,Err,,
3047,3094788,27-07-2021,93420,-,2,2,1,,,1
3048,2749334,11-12-2017,167825,+,Err,Err,Err,Err,Err,Err
3049,2795352,10-12-2018,620700,-,2,2,1,,,1
3050,2657610,29-05-2017,511500,-,2,2,1,,,1
3051,2700733,19-05-2017,372402,+,2,2,1,Err,,
3052,3051217,16-05-2019,922931,+,,,1,Err,,
3053,3104201,05-10-2020,294885,+ -,,,1,Err,,1
3054,3040089,08-05-2020,134390,+ -,2,2,1,,,
3055,3070308,25-02-2020,288237,+,2,2,1,26,26,1
3056,3076342,27-11-2019,254558,+,,,1,,,1
3057,3140700,28-03-2022,985038,+,2,2,1,34,34,
3058,2817206,20-06-2018,,+ -,Err,Err,Err,Err,Err,Err
3059,2691775,18-05-2017,757598,-,,,1,Err,,1
3060,2947037,16-07-2018,700461,+,3,3,1,,,1
3061,3074279,13-08-2020,1877,+,2,2,1,,,
3062,2740564,14-07-2017,629562,+,2,2,1,,,1
3063,3072013,23-10-2019,376058,+,2,3,1,,,
3064,3134468,23-11-2021,815682,-,2,2,1,,,1
3065,3103328,10-11-2020,654999,-,645,,1,,,1
3066,2820010,09-03-2018,176955,+,Err,Err,Err,Err,Err,Err
3067,2540840,04-07-2016,703198,-,Err,Err,Err,Err,Err,Err
3068,3111370,23-11-2020,669969,+,8,8,7,7,7,1
3069,2850231,30-10-2018,9003,+ -,2,2,1,,,
3070,3108146,28-10-2020,942908,+,2,2,1,3,3,
3071,2844473,12-03-2018,313198,+ -,Err,Err,Err,Err,Err,Err
3072,2510694,30-11-2017,303168,+,Err,Err,Err,Err,Err,Err
3073,3034637,30-10-2018,,+,Err,Err,Err,Err,Err,Err
3074,3026328,29-03-2019,101305,+ -,3,3,1,,,
3075,3050975,30-04-2020,922323,+ -,,,1,Err,,2
3076,2951138,29-01-2019,154110,-,2,2,1,,,1
3077,3079387,17-03-2020,178018,+ -,Err,Err,Err,Err,Err,Err
3078,2921180,29-03-2019,735211,+ -,1,1,,,,
3079,3088338,17-12-2021,649154,+,53,,,,,4
3080,3133395,17-12-2021,1059120,-,,,1,Err,,1
3081,3071841,05-02-2020,652395,-,2,2,1,,,1
3082,3077683,19-02-2020,434572,+ -,2,2,1,,,1
3083,3099556,19-11-2020,466358,+,2,2,1,,,1
3084,3091886,22-04-2021,142442,+,2,2,1,,23,1
3085,2897463,15-05-2019,168421,-,,,,,,1
3086,2762964,12-12-2017,371699,-,Err,Err,Err,Err,Err,Err
3087,2902412,12-01-2018,,+,Err,Err,Err,Err,Err,Err
3088,2433889,24-10-2016,426220,+,,,1,Err,,1
3089,3139986,01-02-2022,868621,+ -,2,2,1,,,1
3090,3141912,25-05-2022,1176283,+,,,1,Err,,
3091,2677345,25-04-2017,672032,-,,,1,,,
3092,2512351,04-04-2016,568340,-,Err,Err,Err,Err,Err,Err
